ServiceNo,Direction,BusStopCode,Latitude,Longitude,all_taps
154,2,42061,1.33687567142278,103.78038743713434,74668
154,2,42149,1.33607426889198,103.7786231371068,50333
154,2,51099,1.325881667006,103.8345342161876,98550
154,2,52079,1.32931477158443,103.84382885735748,542970
154,2,52089,1.32991690265608,103.86027368842302,292783
154,2,60089,1.32865054961465,103.86615967295366,367191
154,2,60219,1.32829192682419,103.8704918465033,211837
154,2,70021,1.32640814876454,103.88033937941422,83956
154,2,70031,1.3292670732562,103.87941087761013,179547
154,2,70109,1.32946242383323,103.874037265782,154892
154,2,70119,1.33075033509776,103.8777335022986,149449
154,2,70201,1.32461138902969,103.88885416699938,91719
154,2,70211,1.32362166702646,103.88696166698932,276397
154,2,70221,1.32620809233247,103.88512100988676,253413
154,2,70231,1.325842,103.884002,135554
154,2,70241,1.32525399997752,103.88199999996776,46971
154,2,70251,1.32497158481981,103.89037074589528,182346
154,2,70379,1.32604294133609,103.88933975894,42703
154,2,81109,1.3209137166719,103.89117183414866,62265
154,2,81119,1.31856724602339,103.89169495502703,432446
154,2,81129,1.31631147367096,103.89217268755988,757346
154,2,82009,1.31933717157385,103.90180834139495,503838
154,2,82029,1.31569833821527,103.89559528546464,621423
154,2,82049,1.31634170548514,103.89891621295058,701387
154,2,82229,1.31753161766428,103.90052963468462,16628
155,1,52009,1.33202083385749,103.84692763524868,5232821
155,1,52051,1.34338820709349,103.85469257245784,268984
155,1,52061,1.34352174018964,103.85873879159364,106194
155,1,52251,1.3329698063249,103.8514208793844,47381
155,1,52271,1.33683113907107,103.84974718092391,264220
155,1,52369,1.34001833298065,103.85273333299853,327409
155,1,52509,1.33115712303762,103.85017633434693,336561
155,1,61039,1.33845332842129,103.87084881783568,533450
155,1,61049,1.34196277802503,103.8709686110327,89292
155,1,66061,1.34405111099275,103.86346055601663,33017
155,1,66071,1.34375516528836,103.86737312632222,33337
155,1,70019,1.32322990499562,103.88145725676176,206238
155,1,70039,1.32930256265165,103.87975573742912,231972
155,1,70049,1.33290666703267,103.87871499999147,100516
155,1,70059,1.33477611102342,103.8783116670176,283531
155,1,70069,1.337778056,103.8736111,50683
155,1,70151,1.32768374279565,103.8809633442231,45429
155,1,70161,1.32758635490072,103.88324806418214,105569
155,1,70171,1.32833666697134,103.8854713890276,240500
155,1,70181,1.32886177068404,103.88691723349125,285802
155,1,70191,1.327333,103.887875,90791
155,1,70201,1.32461138902969,103.88885416699938,91719
155,1,70211,1.32362166702646,103.88696166698932,276397
155,1,70221,1.32620809233247,103.88512100988676,253413
155,1,70231,1.325842,103.884002,135554
155,1,70241,1.32525399997752,103.88199999996776,46971
155,1,81099,1.31982276662398,103.88194665985093,162301
155,1,81111,1.31860238558389,103.89211689790608,1240451
155,1,81201,1.31869302203322,103.88300679740438,76342
155,1,81211,1.31904666371972,103.88666750777982,297448
155,1,81221,1.31976331280568,103.89015111975267,18317
155,1,82011,1.31736957951855,103.89480000904068,386234
155,1,82032,1.31776416388008,103.89719868894,400815
155,1,82061,1.31876162629115,103.9022689641617,805791
155,1,83129,1.31306365118709,103.91061094817724,51592
155,1,83139,1.31451138900044,103.90997555601626,26050
155,1,83151,1.31488002411227,103.90911503893872,90317
155,1,83299,1.31574389673514,103.90586328314892,145224
155,1,84009,1.32453874317344,103.9290381851584,5164576
155,1,84041,1.3246905167586,103.93468799273931,302393
155,1,84159,1.31664972197451,103.93304055596909,126803
155,1,84169,1.322133056,103.9321144,8937
155,1,84191,1.32566318975139,103.93533757051014,82606
155,1,84351,1.32766562447954,103.93409675152876,319972
155,1,84651,1.327057,103.930691,221992
155,1,92141,1.30939538245506,103.91428724575974,70511
155,1,92151,1.3098029425373,103.91602380242344,88136
155,1,92209,1.31101000002422,103.91147888898844,52851
155,1,93031,1.30983637164414,103.92937539318253,100100
155,1,93041,1.31120679321816,103.9333999156994,74157
155,1,93051,1.31065440276409,103.9186692238074,43114
155,1,93061,1.31199515605411,103.92260670662348,154583
155,1,93129,1.31135799079971,103.92481225868325,25104
155,1,93139,1.31278641539067,103.9338525622476,74717
155,2,52009,1.33202083385749,103.84692763524868,5232821
155,2,52059,1.34309745890513,103.85622585798508,512910
155,2,52069,1.34314389988912,103.85856611406128,112683
155,2,52259,1.33278746546959,103.85165691373103,52381
155,2,52279,1.33702420555118,103.84992957112875,341217
155,2,52361,1.33974408909931,103.8529812160764,470886
155,2,52501,1.33090220918791,103.85011762889827,182773
155,2,61031,1.33836472248768,103.8704496726279,547640
155,2,61041,1.34142999996834,103.87049194397346,30895
155,2,66069,1.34350264971893,103.86263251306754,27505
155,2,66079,1.34326097186022,103.86743994816176,25150
155,2,66089,1.34238715725246,103.86947751046722,36127
155,2,70011,1.32317687661433,103.88116008329276,53996
155,2,70021,1.32640814876454,103.88033937941422,83956
155,2,70031,1.3292670732562,103.87941087761013,179547
155,2,70041,1.33340805598283,103.87841250002135,180056
155,2,70051,1.33627202154131,103.87777948299752,169046
155,2,70061,1.3375,103.87444,54673
155,2,70151,1.32768374279565,103.8809633442231,45429
155,2,70161,1.32758635490072,103.88324806418214,105569
155,2,70171,1.32833666697134,103.8854713890276,240500
155,2,70181,1.32886177068404,103.88691723349125,285802
155,2,70191,1.327333,103.887875,90791
155,2,70201,1.32461138902969,103.88885416699938,91719
155,2,70211,1.32362166702646,103.88696166698932,276397
155,2,70221,1.32620809233247,103.88512100988676,253413
155,2,70231,1.325842,103.884002,135554
155,2,70241,1.32525399997752,103.88199999996776,46971
155,2,81091,1.31935333297674,103.88173111103306,150943
155,2,81119,1.31856724602339,103.89169495502703,432446
155,2,81129,1.31631147367096,103.89217268755988,757346
155,2,81209,1.31843612461246,103.88429716458629,72677
155,2,81219,1.31877141262042,103.8866869928233,221375
155,2,81229,1.31946112797115,103.89018804743054,24562
155,2,82029,1.31569833821527,103.89559528546464,621423
155,2,82049,1.31634170548514,103.89891621295058,701387
155,2,82069,1.31709537499354,103.90295147896968,391928
155,2,83029,1.31774429797349,103.90635251996308,85286
155,2,83121,1.31260836391216,103.91063424326732,61411
155,2,83131,1.31631138897106,103.90907722199168,26118
155,2,83141,1.31763611995973,103.90845006395246,20353
155,2,84009,1.32453874317344,103.9290381851584,5164576
155,2,84049,1.32432719820227,103.93471220144858,501689
155,2,84151,1.31656999665769,103.93334015990408,127138
155,2,84161,1.321651111,103.9324025,10050
155,2,84199,1.32553283664673,103.9355563841307,65245
155,2,84359,1.32787704925987,103.934076210002,229893
155,2,84659,1.327201,103.93063,143187
155,2,92149,1.30928064742874,103.91434517290192,76108
155,2,92159,1.309748,103.9166295,102071
155,2,92201,1.31117244269722,103.9112378097299,59630
155,2,93039,1.30958474832555,103.9295415420364,106666
155,2,93049,1.31073016722066,103.9329857782451,92000
155,2,93059,1.31076138897412,103.91930777802244,48300
155,2,93069,1.31168943552207,103.92240015622043,112898
155,2,93121,1.31088501240237,103.92498850824488,19998
155,2,93131,1.31277833350682,103.93415826027376,100457
155,2,93201,1.30920003741893,103.92781269211484,81200
156,1,11291,1.31792777802094,103.78592333300938,72012
156,1,11309,1.31862443850443,103.78842993526158,11782
156,1,11319,1.3203063798654,103.78959970624804,8616
156,1,11329,1.32236139685053,103.7909809400838,24007
156,1,11339,1.32398638897489,103.79204722198944,13962
156,1,11349,1.325628,103.79304,51183
156,1,12021,1.31907638897016,103.78243055601492,53593
156,1,12031,1.3208008510991,103.7796285552172,119017
156,1,12041,1.32049172685895,103.77653442120544,48860
156,1,12051,1.3204289505949,103.7750613105408,54862
156,1,12111,1.3191179107649,103.77222980786664,19552
156,1,17009,1.31491572870629,103.76412225438476,2293159
156,1,17161,1.31240993603605,103.76685476875124,396246
156,1,17171,1.31497399268611,103.76502698264449,3102129
156,1,17249,1.315171111,103.7693364,56043
156,1,40091,1.32101807290903,103.82350944419166,37515
156,1,40239,1.322585278,103.8262153,391818
156,1,40249,1.3249247219882,103.82735055603024,26235
156,1,41011,1.32235611101422,103.81891666700088,51090
156,1,41021,1.32264999998361,103.81554000003176,267494
156,1,41031,1.3230683576264,103.811977237669,83011
156,1,41041,1.32398472197176,103.8102991670086,180606
156,1,41051,1.32612500001248,103.80715333299844,170716
156,1,41061,1.32705333303352,103.80572472199287,33798
156,1,41071,1.328988333013,103.80266277802424,216669
156,1,41081,1.33082323351422,103.79727250094408,231457
156,1,42129,1.33016133420747,103.79515526101162,62193
156,1,42139,1.32877805376848,103.7944440268283,8244
156,1,51029,1.3302549684081,103.8397133983878,28722
156,1,51039,1.33165828742218,103.83888866147537,17638
156,1,51049,1.3338213150365,103.83795811295674,48599
156,1,51059,1.3370325833883,103.83735019393414,56958
156,1,51069,1.34125785266365,103.83660435635784,83148
156,1,51099,1.325881667006,103.8345342161876,98550
156,1,51109,1.32709277800856,103.8397080559738,12166
156,1,51139,1.34436688449065,103.84032264966956,21606
156,1,52019,1.34403333300249,103.84368166701324,32226
156,1,53211,1.34707169454274,103.84712672325324,103112
156,1,53231,1.35089997844732,103.84797987894204,1605877
156,1,53241,1.35615639153054,103.84995659632312,122330
156,1,54109,1.35708169204878,103.85433890252276,55088
156,1,54531,1.35839974282084,103.85132688003488,48738
156,1,63179,1.35999305129204,103.8739353277618,61216
156,1,63189,1.36133997852966,103.87363460960414,37624
156,1,63199,1.36327972197547,103.8738380559882,93241
156,1,63209,1.36605804817414,103.8752212278542,124462
156,1,63219,1.368497,103.876166,257094
156,1,63369,1.356702,103.874108,126688
156,1,64109,1.37202330151763,103.87690900449827,262168
156,1,64119,1.37679164872283,103.87713655364794,428870
156,1,64461,1.37938472998807,103.88640309201648,266286
156,1,64621,1.38133333296872,103.88821499999295,83374
156,1,66039,1.35475138514216,103.86668854745253,167117
156,1,66049,1.35535475300084,103.86896493522666,77776
156,1,66059,1.35553141738293,103.87212299732872,159961
156,1,66099,1.35427474694456,103.8614219938772,110170
156,1,66489,1.37889334025536,103.8789799431682,280147
156,1,66499,1.37912306945844,103.88326933020046,222201
156,1,67009,1.39178060381601,103.89588499436071,1996742
156,1,67271,1.38825138740075,103.89208955744496,85256
156,1,67409,1.3923391568303,103.89606816606354,1186469
156,1,67441,1.3923095386042,103.8934666647416,420988
156,1,67451,1.383046111,103.88960583301704,37600
156,1,67461,1.38575273465234,103.89121528705635,63407
156,2,11299,1.31826975603165,103.78558843680226,45927
156,2,11301,1.31803972093441,103.78790067716272,15441
156,2,11311,1.31989638898836,103.78918694402276,6936
156,2,11321,1.32123138902898,103.79010361098511,13972
156,2,11331,1.32320918827361,103.7914466857562,18541
156,2,11341,1.32551506183496,103.7928279089426,53352
156,2,12029,1.31958369390988,103.7824392109149,48210
156,2,12039,1.32104526183447,103.78018998386835,61034
156,2,12049,1.32091131971837,103.776558889914,50846
156,2,12059,1.32072731097778,103.77515897833835,38605
156,2,12119,1.31964598192789,103.77279266281438,30084
156,2,17009,1.31491572870629,103.76412225438476,2293159
156,2,17239,1.312440556,103.7658489,356819
156,2,17241,1.31519114798349,103.76905503649128,66320
156,2,40099,1.32185235205471,103.82344007494515,21686
156,2,40231,1.32230868317131,103.82577145824762,356532
156,2,41019,1.32267444098276,103.8202523287724,40161
156,2,41029,1.32333331915013,103.81630566925632,131497
156,2,41049,1.32469500003392,103.81026249997409,131937
156,2,41069,1.32652777798065,103.80758583296918,183583
156,2,41079,1.32940305598521,103.80304777797754,184376
156,2,41089,1.33044921085796,103.79993319513189,38039
156,2,42019,1.33170368135595,103.79657033601988,151887
156,2,42131,1.32858335781449,103.79421797943384,14259
156,2,51023,1.331459,103.838652,5684
156,2,51031,1.33162906440184,103.83859992029566,43622
156,2,51051,1.33635352726982,103.83707802024657,55280
156,2,51071,1.34219256998908,103.83596576505084,293022
156,2,51091,1.32648060854916,103.83401870730576,83517
156,2,51101,1.32753637537789,103.83724817699014,26021
156,2,51131,1.34429,103.839394,12726
156,2,52011,1.34504127313408,103.84263401771712,21695
156,2,53219,1.34606111102286,103.8465836110301,68979
156,2,53239,1.351,103.847641,522910
156,2,53249,1.35538305217047,103.84911895270494,142315
156,2,54101,1.35732097800984,103.85465761724518,120643
156,2,54539,1.35857111103202,103.85104805599867,36521
156,2,63181,1.36083138898279,103.8734622220156,78785
156,2,63191,1.36426277802723,103.87403972199432,98152
156,2,63201,1.36617789459924,103.87492029493984,124413
156,2,63211,1.36816,103.875784,267957
156,2,63361,1.35744648841295,103.87383985365209,264879
156,2,64101,1.37212119701131,103.87653938842564,321004
156,2,64111,1.37594188334629,103.87684285462154,377306
156,2,64469,1.3795683329839,103.8857647220324,187014
156,2,64629,1.38153999996628,103.88805638900106,67375
156,2,66031,1.35465640659199,103.86572364607076,128653
156,2,66041,1.3557230306281,103.8697219448858,150450
156,2,66051,1.35585499445871,103.87196190877664,216608
156,2,66091,1.35454666698201,103.86145166702076,90188
156,2,66481,1.3791866640778,103.8783096213561,335652
156,2,66491,1.37936944398935,103.88260194401968,176023
156,2,67009,1.39178060381601,103.89588499436071,1996742
156,2,67181,1.39101786005668,103.897780179965,200971
156,2,67279,1.38809305404187,103.89167879073923,110419
156,2,67401,1.39290842289238,103.89531738456282,742833
156,2,67449,1.39203289077574,103.89307115004728,313360
156,2,67459,1.38288638899819,103.88911083301012,18449
156,2,67469,1.38533638989648,103.8907421565758,57240
157,1,21161,1.35043949411648,103.7127413228723,70842
157,1,21369,1.34309123717886,103.70800310705764,63081
157,1,21379,1.34534855216089,103.7064891298892,292568
157,1,21389,1.350059,103.709927,46057
157,1,22009,1.33932334709184,103.70545701843297,10205042
157,1,28299,1.34438323067917,103.73667027224192,371779
157,1,28401,1.3506545513673,103.71861401513462,762070
157,1,28451,1.34394189080479,103.73465998158574,208786
157,1,28461,1.345332402809,103.73205383657178,519945
157,1,28491,1.34905596073619,103.7307863306416,456516
157,1,28501,1.34980328426271,103.72737769835274,270651
157,1,28511,1.35063596491215,103.7237236090261,785795
157,1,28521,1.35097548065061,103.72120042369096,235753
157,1,28531,1.35006115514965,103.71652940446651,134855
157,1,40259,1.34031250739109,103.82256277806692,939
157,1,40269,1.34105638903249,103.82660805601812,364
157,1,41031,1.3230683576264,103.811977237669,83011
157,1,41041,1.32398472197176,103.8102991670086,180606
157,1,41051,1.32612500001248,103.80715333299844,170716
157,1,41061,1.32705333303352,103.80572472199287,33798
157,1,41071,1.328988333013,103.80266277802424,216669
157,1,41081,1.33082323351422,103.79727250094408,231457
157,1,41129,1.32542946413096,103.81399869920736,58868
157,1,41139,1.32962999996746,103.81485527800427,43250
157,1,41159,1.33870170002583,103.81989450001056,5801
157,1,41169,1.33507722199373,103.82011297432192,11087
157,1,42011,1.33161452117352,103.79503057628676,118468
157,1,42021,1.33254537683925,103.79237058676011,25863
157,1,42031,1.33332611108217,103.78997500000864,124235
157,1,42041,1.33442500001261,103.78689111113574,183855
157,1,42051,1.33598305556873,103.78263611110306,458126
157,1,42061,1.33687567142278,103.78038743713434,74668
157,1,42071,1.33876225175982,103.77694915592028,407608
157,1,42151,1.34009254981171,103.77531978477352,617828
157,1,42161,1.34027669212035,103.77264625507586,181124
157,1,42171,1.34261833302181,103.77026361103133,77889
157,1,42181,1.3436280559857,103.76943333300858,74526
157,1,42191,1.34642944402637,103.76696388898718,34371
157,1,43171,1.34859644473183,103.75460496382075,221550
157,1,43181,1.34648944401178,103.75681722199708,396317
157,1,43191,1.34638,103.759219,177928
157,1,43201,1.34694499998204,103.76464638897036,35612
157,1,43341,1.34972199038423,103.74139303669511,218114
157,1,43401,1.35226498779767,103.74681637316732,196078
157,1,43419,1.35155523613685,103.74998784769572,604594
157,1,43453,1.3479,103.7385,41604
157,1,43531,1.35154868659228,103.7437763360561,182800
157,1,51079,1.34178289872759,103.83615392311768,139366
157,1,51119,1.34014305601694,103.83257583298696,10847
157,1,51139,1.34436688449065,103.84032264966956,21606
157,1,52009,1.33202083385749,103.84692763524868,5232821
157,1,52019,1.34403333300249,103.84368166701324,32226
157,1,52029,1.34359918269745,103.84736537931644,27176
157,1,52039,1.34333817728421,103.85130310024304,193513
157,1,52261,1.33403167346972,103.851281404484,70585
157,1,52271,1.33683113907107,103.84974718092391,264220
157,1,52369,1.34001833298065,103.85273333299853,327409
157,1,52509,1.33115712303762,103.85017633434693,336561
157,2,21169,1.35074356093462,103.71275812568066,15587
157,2,21361,1.34302323304896,103.70767181671128,81929
157,2,21371,1.34522722613512,103.70617873626036,295880
157,2,21381,1.350462,103.709815,33975
157,2,22009,1.33932334709184,103.70545701843297,10205042
157,2,28291,1.34446090409168,103.73638303040048,273096
157,2,28409,1.35081149361542,103.71793769087184,549303
157,2,28459,1.34440772894012,103.7343152870331,269739
157,2,28469,1.34612717332075,103.73193313637752,364387
157,2,28499,1.34963044051902,103.73046199733298,475106
157,2,28509,1.35003470887569,103.72654009750788,255420
157,2,28519,1.35058416759245,103.72452492776075,607457
157,2,28529,1.35117921308914,103.7206511492765,232447
157,2,28539,1.34975477386966,103.7154239342482,141732
157,2,40251,1.34054275997605,103.82231128179984,1454
157,2,40261,1.34130384192273,103.82706642150468,467
157,2,41049,1.32469500003392,103.81026249997409,131937
157,2,41069,1.32652777798065,103.80758583296918,183583
157,2,41079,1.32940305598521,103.80304777797754,184376
157,2,41089,1.33044921085796,103.79993319513189,38039
157,2,41121,1.32554444399609,103.81350777801268,63373
157,2,41131,1.32973612368298,103.8145129140827,38467
157,2,41141,1.33489306619804,103.8179610115224,4518
157,2,41151,1.33799972901638,103.81931795640678,5007
157,2,42019,1.33170368135595,103.79657033601988,151887
157,2,42029,1.33325151466609,103.79206171859214,54721
157,2,42039,1.33474752657285,103.7877986922408,114869
157,2,42049,1.33580349277905,103.7846322701164,16360
157,2,42059,1.33679896138996,103.78180146215335,491528
157,2,42089,1.34007090936874,103.77941451542826,185295
157,2,42159,1.34036805329812,103.77530898996658,494275
157,2,42169,1.34038575681297,103.77366130505683,161193
157,2,42179,1.34197833300345,103.77100805601953,34390
157,2,42189,1.34378853697493,103.76960174742553,127191
157,2,42199,1.34607666698124,103.76760722200576,39737
157,2,42259,1.34106160633217,103.7770788000345,51367
157,2,43179,1.3489707828044,103.75430345301592,221152
157,2,43189,1.346993,103.756815,507824
157,2,43199,1.34663409083885,103.75920055445124,133807
157,2,43209,1.34697997431974,103.76384248905434,32959
157,2,43349,1.34989138902216,103.74073750002216,226447
157,2,43409,1.35235542005389,103.74623591627208,190596
157,2,43411,1.35176519952681,103.75019891787088,460064
157,2,43459,1.34808666498981,103.73807456781998,43971
157,2,43539,1.35142277800259,103.7433686110311,202729
157,2,51071,1.34219256998908,103.83596576505084,293022
157,2,51111,1.34064833298154,103.83271333302343,15278
157,2,51131,1.34429,103.839394,12726
157,2,52009,1.33202083385749,103.84692763524868,5232821
157,2,52011,1.34504127313408,103.84263401771712,21695
157,2,52021,1.34431313758435,103.84766088139544,86040
157,2,52031,1.34404852974216,103.85026155631284,156805
157,2,52269,1.33404239936331,103.85147452356613,174284
157,2,52279,1.33702420555118,103.84992957112875,341217
157,2,52361,1.33974408909931,103.8529812160764,470886
157,2,52501,1.33090220918791,103.85011762889827,182773
159,1,52009,1.33202083385749,103.84692763524868,5232821
159,1,52059,1.34309745890513,103.85622585798508,512910
159,1,52069,1.34314389988912,103.85856611406128,112683
159,1,52259,1.33278746546959,103.85165691373103,52381
159,1,52279,1.33702420555118,103.84992957112875,341217
159,1,52361,1.33974408909931,103.8529812160764,470886
159,1,52501,1.33090220918791,103.85011762889827,182773
159,1,54101,1.35732097800984,103.85465761724518,120643
159,1,54319,1.36205969144532,103.85305482306448,269195
159,1,54329,1.36449772525141,103.85247983714416,247812
159,1,54339,1.3678447007404,103.85057966582929,180185
159,1,54349,1.37477333299627,103.84810527802902,67485
159,1,54359,1.37615334768079,103.8499921086812,228862
159,1,54399,1.37137302300723,103.848661116474,406943
159,1,54479,1.37579335077466,103.853200441537,105043
159,1,54489,1.375675,103.855423,425522
159,1,54499,1.37700806651463,103.86055355422364,21447
159,1,54509,1.37758835823729,103.86257049780347,67098
159,1,54659,1.37834008020794,103.86686274044776,208437
159,1,64461,1.37938472998807,103.88640309201648,266286
159,1,64479,1.374401340713,103.88353995121632,251791
159,1,64489,1.37488764981722,103.88067688397112,268041
159,1,64499,1.3748828566071,103.87828864496952,142954
159,1,64609,1.37595638900393,103.884701388976,133750
159,1,64619,1.37809338718149,103.88468027114664,167350
159,1,64621,1.38133333296872,103.88821499999295,83374
159,1,66019,1.34602837489201,103.86040421534554,13937
159,1,66029,1.35017159420349,103.8614352513464,56827
159,1,66091,1.35454666698201,103.86145166702076,90188
159,1,66459,1.37848946701219,103.87075091953804,101430
159,1,66519,1.3773461218142,103.87159967372142,12223
159,1,66529,1.37512174055594,103.87318199195964,97854
159,1,66539,1.37500340591534,103.8750162086281,78787
159,1,67009,1.39178060381601,103.89588499436071,1996742
159,1,67271,1.38825138740075,103.89208955744496,85256
159,1,67409,1.3923391568303,103.89606816606354,1186469
159,1,67441,1.3923095386042,103.8934666647416,420988
159,1,67451,1.383046111,103.88960583301704,37600
159,1,67461,1.38575273465234,103.89121528705635,63407
159,2,52009,1.33202083385749,103.84692763524868,5232821
159,2,52051,1.34338820709349,103.85469257245784,268984
159,2,52061,1.34352174018964,103.85873879159364,106194
159,2,52251,1.3329698063249,103.8514208793844,47381
159,2,52271,1.33683113907107,103.84974718092391,264220
159,2,52369,1.34001833298065,103.85273333299853,327409
159,2,52509,1.33115712303762,103.85017633434693,336561
159,2,54109,1.35708169204878,103.85433890252276,55088
159,2,54311,1.36143610819625,103.85257506359628,282305
159,2,54321,1.3639846735447,103.85237785571756,183554
159,2,54331,1.36719473720813,103.85056845375878,90172
159,2,54341,1.37462142095238,103.84782467173312,49938
159,2,54351,1.37647777885877,103.85003474200924,161733
159,2,54391,1.37161972202016,103.8482886110145,281947
159,2,54471,1.37613470846106,103.853296559924,53708
159,2,54481,1.37599497932237,103.855765341723,419728
159,2,54491,1.37717165299187,103.86010323265268,14379
159,2,54501,1.37787138898682,103.8626630559814,59287
159,2,54651,1.37854275740549,103.86551861831312,99330
159,2,64469,1.3795683329839,103.8857647220324,187014
159,2,64471,1.37454805598778,103.8839677779891,256986
159,2,64481,1.37514474329335,103.8807864140804,204412
159,2,64491,1.37513027801163,103.87905166700338,374465
159,2,64601,1.37548640364406,103.8845866729986,137842
159,2,64611,1.37837333826782,103.88445923003084,150621
159,2,64629,1.38153999996628,103.88805638900106,67375
159,2,66011,1.34716997902419,103.8599767808637,24935
159,2,66021,1.35096671417894,103.86182938341672,59858
159,2,66099,1.35427474694456,103.8614219938772,110170
159,2,66451,1.37872496881803,103.86854361874474,68123
159,2,66511,1.37665021193432,103.87172116805384,50890
159,2,66521,1.37522304448462,103.87393140656636,17963
159,2,66531,1.37519277744949,103.87488352078606,19154
159,2,67009,1.39178060381601,103.89588499436071,1996742
159,2,67181,1.39101786005668,103.897780179965,200971
159,2,67279,1.38809305404187,103.89167879073923,110419
159,2,67401,1.39290842289238,103.89531738456282,742833
159,2,67449,1.39203289077574,103.89307115004728,313360
159,2,67459,1.38288638899819,103.88911083301012,18449
159,2,67469,1.38533638989648,103.8907421565758,57240
16,1,4111,1.29395444170081,103.85139096636622,281650
16,1,4121,1.29618544092334,103.84958029974612,242465
16,1,6051,1.28475980959972,103.83405671725488,254017
16,1,6069,1.28623157720487,103.83496162445664,67098
16,1,6129,1.29078162052352,103.83440916705554,74663
16,1,8031,1.29831153783592,103.8452569595532,554302
16,1,8041,1.29811014243867,103.84780636909544,364568
16,1,8111,1.29986928715834,103.84093746088924,278130
16,1,8121,1.30027569326586,103.83877618459664,737355
16,1,9022,1.30252834773643,103.83239784275958,623244
16,1,9059,1.30044251755834,103.8362380421602,171193
16,1,10009,1.28210155945393,103.81722480263164,1085044
16,1,10141,1.28583847140468,103.83238179897587,275059
16,1,10151,1.28572048365401,103.8285292287095,171823
16,1,10161,1.28593135445772,103.82668969231534,1251968
16,1,10171,1.28736808047078,103.82346004890805,63326
16,1,10349,1.284977,103.821011,301199
16,1,10359,1.28723833324362,103.82259298997768,47967
16,1,13119,1.293615,103.832759,38567
16,1,13139,1.2950426189642,103.83205533028764,176252
16,1,13159,1.29796011528522,103.83053183555204,66804
16,1,13199,1.302127,103.829875,121253
16,1,80141,1.30711835522323,103.87989373246153,139881
16,1,80159,1.295962316986,103.8579517489622,185145
16,1,80169,1.30070547633658,103.86336013257063,102671
16,1,80219,1.30674381370885,103.875264139574,39834
16,1,81179,1.30726086825664,103.88490711001796,158774
16,1,81189,1.30821308595952,103.88850877408412,417082
16,1,81199,1.30862937328019,103.8906311270188,37871
16,1,82129,1.30943460005849,103.8966101212743,68907
16,1,82139,1.30938972202558,103.8993688889806,75206
16,1,84009,1.32453874317344,103.9290381851584,5164576
16,1,84129,1.31875790465263,103.93158674239623,66037
16,1,84139,1.321745,103.92772,63302
16,1,84151,1.31656999665769,103.93334015990408,127138
16,1,92059,1.304086,103.907533,226253
16,1,92069,1.30566306799291,103.9110051545323,178048
16,1,92089,1.3071917122941,103.91764721757994,81153
16,1,92171,1.30837865741776,103.90304313394574,79990
16,1,92181,1.30528972611328,103.9053499793448,78106
16,1,92211,1.30595638898755,103.91698861102066,73301
16,1,92221,1.30496423786628,103.9149355888594,130044
16,1,92231,1.30425500081318,103.9123223933556,149679
16,1,93019,1.30787614366531,103.92111718654822,129988
16,1,93029,1.30851455788092,103.92471047692146,153023
16,1,93079,1.31250502315071,103.9250247698478,116992
16,1,93089,1.31295810131062,103.92790605020116,93193
16,1,93099,1.31390444400831,103.93171138898548,66082
16,1,93129,1.31135799079971,103.92481225868325,25104
16,2,2049,1.29452091230981,103.85402155505172,293896
16,2,4179,1.29647916306741,103.85147164487202,193532
16,2,6071,1.28685859481289,103.83360028266564,119158
16,2,6081,1.28837086415387,103.83349881780524,55333
16,2,6131,1.29152472200833,103.83222750001508,60001
16,2,8057,1.29930997279734,103.84529021429744,1113711
16,2,8069,1.29821382250893,103.84936128375956,494450
16,2,8138,1.3004785730821,103.84184700607597,379097
16,2,9038,1.30154262450563,103.83852481842337,492735
16,2,9048,1.30386684425114,103.83413070051408,871109
16,2,10009,1.28210155945393,103.81722480263164,1085044
16,2,10149,1.28606797463712,103.83283384311112,339512
16,2,10169,1.28599961406266,103.82748123930962,1494630
16,2,10179,1.28722333302937,103.82395833301354,52578
16,2,10341,1.28484639603431,103.82059301467888,163098
16,2,10351,1.28675501760897,103.82204990181914,128725
16,2,13121,1.29409221679274,103.8308377640795,219309
16,2,13141,1.29763682834545,103.82997986347917,85749
16,2,13191,1.302461,103.8297819,150206
16,2,80149,1.3074963710946,103.8798058337351,166499
16,2,80151,1.296265,103.857666,125599
16,2,80161,1.30032715605093,103.8624541086332,106844
16,2,80211,1.30712803633755,103.87548108759091,55048
16,2,81171,1.30751703730041,103.88500750064324,300828
16,2,81181,1.30845544825732,103.88847214403827,405042
16,2,81191,1.30913166702397,103.89180000002516,18389
16,2,82121,1.30965150589688,103.8965764453886,68403
16,2,82131,1.30955979607535,103.90034889101835,105549
16,2,84009,1.32453874317344,103.9290381851584,5164576
16,2,84121,1.318437,103.931033,58907
16,2,84131,1.3214133317439,103.92757312069912,43314
16,2,84159,1.31664972197451,103.93304055596909,126803
16,2,92051,1.30461834682389,103.90783296450576,63153
16,2,92061,1.30585304722559,103.91059595623032,238956
16,2,92071,1.306815,103.914746,241531
16,2,92081,1.30751338586806,103.91754269765208,79753
16,2,92179,1.30803621256234,103.90349800941956,68619
16,2,92189,1.3047647219741,103.90592361097,72096
16,2,92239,1.30438002120698,103.9126611094076,321701
16,2,93011,1.30822971200422,103.92151900444856,114084
16,2,93021,1.30867772794032,103.92426998119755,160837
16,2,93071,1.31293014528666,103.92634861688488,122309
16,2,93081,1.31342707975776,103.92903327944508,64410
