YEAR_MONTH,ServiceNo,co2_by_car,co2_by_bus,co2_reduction,passenger_volume
2024-02,666,59191.859925,39.888,59151.971925,17061.0
2024-02,667,4191222.38,383.808,4190838.5719999997,248865.0
2024-02,67,2708559848.0778255,8536.271999999999,2708551311.805825,7296002.0
2024-02,670,47787.960150000006,13.584,47774.376150000004,40446.0
2024-02,671,292648.3284,43.775999999999996,292604.5524,76859.0
2024-02,672,990870.5856000001,273.408,990597.1776000002,66672.0
2024-02,7,3560537903.645625,17060.4,3560520843.2456255,4798894.0
2024-02,70,6832078.654375,146.64,6831932.014375,535655.0
2024-02,72,3391997831.61205,13520.351999999999,3391984311.26005,5768758.0
2024-02,74,3758475.8227500003,52.70399999999999,3758423.1187500004,1639770.0
2024-02,76,43839830.15100001,730.0799999999999,43839100.071,1380744.0
2024-02,8,4080218387.2275,11661.119999999999,4080206726.1075,8045590.0
2024-02,80,228955926.294375,3202.7999999999997,228952723.494375,1643754.0
2024-02,85,3763590168.1116753,15775.632000000001,3763574392.4796753,5485678.0
2024-02,850E,10366426.724675,1384.704,10365042.020675,234819.0
2024-02,851,1045050588.422375,6171.023999999999,1045044417.398375,3893990.0
2024-02,851e,711971898.731775,4957.392,711966941.3397751,3290759.0
2024-02,852,1949521732.8605003,8758.56,1949512974.3005004,5118116.0
2024-02,853,112041027.285,796.8,112040230.485,3233274.0
2024-02,853M,40659247.85000001,288.91200000000003,40658958.93800001,3236000.0
2024-02,854,13787839127.5812,48799.87199999999,13787790327.709202,6496692.0
2024-02,855,3492796265.2821,22507.871999999996,3492773757.4101,3568236.0
2024-02,856,4153155222.7836003,10259.136,4153144963.6476,9308552.0
2024-02,86,1662296180.9323,10155.072,1662286025.8603,3763918.0
2024-02,87,9826986141.92325,49420.704,9826936721.21925,4572210.0
2024-02,88,1600614509.202225,6783.696,1600607725.506225,5425442.0
2024-02,89e,107403123.09955002,1463.136,107401659.96355003,1680378.0
2024-02,925,480844006.55950004,3461.2799999999997,480840545.2795,3194348.0
2024-02,93,47173002.439500004,1571.136,47171431.303500004,690390.0
2024-02,951E,5054460.848375,655.4399999999999,5053805.408375001,177347.0
2024-02,960,20888936.80965,78.62400000000001,20888858.18565,3054541.0
2024-02,960e,18746481.75225,70.56,18746411.192250002,3054541.0
2024-02,961,10924178.397300001,391.392,10923787.005300002,641788.0
2024-02,961M,11521699.07,412.8,11521286.27,641788.0
2024-02,963,9404263641.5625,33383.52,9404230258.0425,6477500.0
2024-02,963e,9385563018.09375,33317.136,9385529700.95775,6477500.0
2024-02,969,44283808673.676,94120.416,44283714553.26,10818720.0
2024-02,97,1110475.5931499999,30.095999999999997,1110445.49715,424214.0
2024-02,970,9348613.757700002,165.312,9348448.445700001,650171.0
2024-02,976,318244353.6207,1888.848,318242464.7727,3874168.0
2024-02,97e,1110475.5931499999,30.095999999999997,1110445.49715,424214.0
2024-02,980,9174752.938450001,856.4159999999999,9173896.52245,246334.0
2024-02,982E,1131124.362425,303.072,1130821.290425,79927.0
2024-02,985,107047744.56950001,939.552,107046805.01750001,2619820.0
2024-02,99,431700665.98435,4080.8639999999996,431696585.12035,2432458.0
2024-02,991,729437496.404175,3723.408,729433772.996175,4504662.0
